scaffold,start,end,mid,sites,pi_Hls1,pi_Hls2,dxy_Hls1_Hls2,Fst_Hls1_Hls2
scaffold_3,2657440,2686833,2673380,25000,0.000801,0.000867,0.014012,0.893937
scaffold_3,2686834,2729202,2714026,25000,0.000569,0.000635,0.014042,0.916929
scaffold_3,2729203,2764779,2746462,25000,0.001126,0.00105,0.014165,0.863477
scaffold_3,2764780,2791609,2778003,25000,0.001245,0.001227,0.01385,0.843042
scaffold_3,2791610,2832955,2808654,25000,0.000919,0.001107,0.021804,0.914675
scaffold_3,2832956,2859376,2846075,25000,0.000557,0.000566,0.018635,0.944375
scaffold_3,2859377,2887405,2873429,25000,0.001287,0.001272,0.022637,0.897811
scaffold_3,2887406,2920448,2901096,25000,0.000747,0.001004,0.016532,0.906779
scaffold_3,2920449,2949929,2934853,25000,0.000857,0.000729,0.013639,0.895001
scaffold_3,2949930,2986287,2967064,25000,0.000939,0.000807,0.021153,0.924363
scaffold_3,2986288,3015225,3001105,25000,0.000742,0.000685,0.018537,0.92933
scaffold_3,3015226,3044610,3030511,25000,0.00103,0.001128,0.028494,0.930435
scaffold_3,3044611,3076801,3061511,25000,0.001225,0.001182,0.02258,0.903385
scaffold_3,3076802,3105091,3091214,25000,0.000951,0.000986,0.023154,0.922924
scaffold_3,3105092,3135243,3119972,25000,0.00115,0.000942,0.021359,0.910846
scaffold_3,3135244,3167105,3151281,25000,0.00073,0.000813,0.021309,0.933368
scaffold_3,3167106,3194914,3181191,25000,0.001191,0.0012,0.023725,0.908397
scaffold_3,3194915,3222338,3208764,25000,0.001133,0.000872,0.021138,0.913568
scaffold_3,3222339,3255667,3237826,25000,0.000903,0.00081,0.016149,0.903809
scaffold_3,3255668,3284648,3270258,25000,0.000999,0.001313,0.025335,0.916726
scaffold_3,3284649,3310693,3297596,25000,0.001594,0.001516,0.02594,0.89196
scaffold_3,3310694,3344799,3324368,25000,0.000982,0.000992,0.023798,0.924034
scaffold_3,3344800,3383384,3365505,25000,0.001209,0.001055,0.015742,0.869497
scaffold_3,3383385,3417417,3403494,25000,0.001043,0.000915,0.021642,0.917423
scaffold_3,3417418,3446583,3431654,25000,0.00085,0.000829,0.0219,0.929629
scaffold_3,3446584,3473443,3460109,25000,0.000974,0.000961,0.025842,0.931212
scaffold_3,3473444,3502880,3488022,25000,0.000882,0.000832,0.023097,0.931753
scaffold_3,3502881,3544780,3525773,25000,0.001174,0.000901,0.015502,0.877977
scaffold_3,3544781,3572728,3559363,25000,0.000994,0.001051,0.019765,0.906053
scaffold_3,3572729,3601810,3588273,25000,0.001354,0.001344,0.023401,0.895872
scaffold_3,3601811,3632028,3616963,25000,0.001019,0.001301,0.015212,0.863389
scaffold_3,3632029,3666279,3651413,25000,0.001624,0.001451,0.014729,0.818706
scaffold_3,3666280,3701577,3687537,25000,0.000921,0.000956,0.009322,0.824599
scaffold_3,3701578,3727618,3714590,25000,0.000919,0.000846,0.008633,0.819342
scaffold_3,3727619,3753898,3740593,25000,0.001192,0.001041,0.012019,0.837112
scaffold_3,3753899,3780446,3767049,25000,0.000894,0.001038,0.018148,0.903486
scaffold_3,3780447,3807393,3793783,25000,0.000893,0.000904,0.01442,0.887935
scaffold_3,3807394,3845524,3828686,25000,0.000785,0.000895,0.005803,0.756599
scaffold_3,3845525,3872115,3858729,25000,0.001688,0.001543,0.014874,0.812017
scaffold_3,3872116,3909689,3891054,25000,0.000708,0.000625,0.013198,0.908264
scaffold_3,3909690,3935878,3922821,25000,0.001269,0.001264,0.014468,0.845858
scaffold_3,3935879,3964731,3951599,25000,0.000793,0.000786,0.007774,0.823183
scaffold_3,3964732,3997224,3978958,25000,0.000801,0.000814,0.011137,0.870653
scaffold_3,3997225,4037427,4017848,25000,0.000786,0.000921,0.004919,0.712753
scaffold_3,4037428,4064689,4050595,25000,0.001019,0.001236,0.006466,0.711388
scaffold_3,4064691,4093508,4079168,25000,0.001147,0.001248,0.011925,0.825047
scaffold_3,4093509,4126470,4108728,25000,0.000828,0.000764,0.012956,0.889395
scaffold_3,4126471,4155445,4140396,25000,0.001168,0.001234,0.00548,0.652143
scaffold_3,4155446,4182077,4168488,25000,0.00103,0.001318,0.021122,0.899423
scaffold_3,4182078,4214516,4199792,25000,0.001067,0.001028,0.021469,0.911177
scaffold_3,4214517,4247775,4230729,25000,0.001387,0.001319,0.027,0.908881
scaffold_3,4247776,4275447,4262246,25000,0.001225,0.001052,0.015195,0.866609
scaffold_3,4275448,4303803,4289404,25000,0.000719,0.000774,0.013737,0.901595
scaffold_3,4303804,4336745,4321261,25000,0.000843,0.000758,0.0202,0.926849
scaffold_3,4336746,4372979,4353335,25000,0.000503,0.000557,0.025629,0.961494
scaffold_3,4372980,4401498,4388387,25000,0.001029,0.001177,0.020816,0.903899
scaffold_3,4401499,4428921,4414892,25000,0.001169,0.001082,0.019622,0.896349
scaffold_3,4428922,4463784,4445853,25000,0.001461,0.001493,0.009398,0.738417
scaffold_3,4463785,4495312,4482261,25000,0.000866,0.000672,0.003438,0.646123
scaffold_3,4495313,4526493,4509366,25000,0.000792,0.000833,0.021204,0.929631
scaffold_3,4526494,4587432,4560110,25000,0.000332,0.000406,0.009098,0.925881
scaffold_3,4587433,4640087,4619492,25000,0.000517,0.00048,0.011129,0.915861
scaffold_3,4640088,4670989,4656133,25000,0.001169,0.001403,0.017445,0.868652
scaffold_3,4670990,4704561,4685922,25000,0.000891,0.001019,0.013531,0.873872
scaffold_3,4704562,4740929,4722466,25000,0.001324,0.001305,0.008055,0.729679
scaffold_3,4740930,4769040,4754536,25000,0.000743,0.000827,0.003163,0.614556
scaffold_3,4769041,4809063,4793701,25000,0.001106,0.001142,0.014803,0.864918
scaffold_3,4809064,4838619,4822859,25000,0.001146,0.001274,0.018857,0.884725
scaffold_3,4838620,4867802,4853719,25000,0.001229,0.00118,0.019917,0.891048
scaffold_3,4867803,4899923,4884784,25000,0.000857,0.000855,0.015954,0.902763
scaffold_3,4899924,4935331,4918678,25000,0.000839,0.001005,0.005519,0.724073
scaffold_3,4935332,4967068,4952038,25000,0.000908,0.000779,0.005217,0.731862
scaffold_3,4967069,4996099,4982601,25000,0.001635,0.001755,0.024215,0.87487
scaffold_3,4996100,5027164,5012637,25000,0.002679,0.002742,0.021835,0.787841
scaffold_3,5027165,5056197,5040765,25000,0.001431,0.001479,0.016612,0.845784
scaffold_3,5056201,5087852,5074163,25000,0.001212,0.001202,0.011447,0.817056
scaffold_3,5087853,5121938,5103735,25000,0.000945,0.001017,0.008768,0.806878
scaffold_3,5121939,5163172,5140827,25000,0.000909,0.00084,0.01879,0.915121
scaffold_3,5163173,5190399,5176444,25000,0.000987,0.000878,0.015955,0.894485
scaffold_3,5190400,5223441,5207431,25000,0.001414,0.001317,0.014729,0.837433
scaffold_3,5223442,5251927,5237868,25000,0.000967,0.000877,0.00451,0.669827
scaffold_3,5251929,5285120,5269731,25000,0.001192,0.001271,0.027752,0.918933
scaffold_3,5285121,5313317,5299591,25000,0.001214,0.001243,0.016323,0.866067
scaffold_3,5313318,5346118,5329111,25000,0.002229,0.001776,0.018377,0.811435
scaffold_3,5346119,5373089,5359508,25000,0.001103,0.001107,0.02451,0.917684
scaffold_3,5373090,5413995,5394321,25000,0.001963,0.001517,0.009066,0.689033
scaffold_3,5413996,5480387,5446449,25000,0.001002,0.001175,0.004335,0.610847
scaffold_3,5480389,5513695,5495787,25000,0.000628,0.000596,0.010518,0.893067
scaffold_3,5513696,5566790,5532911,25000,0.00062,0.000675,0.002392,0.578041
scaffold_3,5566791,5594515,5581363,25000,0.000866,0.000928,0.015936,0.898205
scaffold_3,5594516,5669694,5626852,25000,0.001042,0.000995,0.009332,0.81119
scaffold_3,5669695,5700438,5684111,25000,0.001161,0.001083,0.010358,0.809216
scaffold_3,5700439,5740434,5724853,25000,0.000976,0.000958,0.014477,0.880273
scaffold_3,5740436,5803620,5756093,25000,0.000905,0.000978,0.010742,0.844875
scaffold_3,5803621,5851246,5829687,25000,0.000737,0.000714,0.011613,0.887636
scaffold_3,5851247,5882678,5865272,25000,0.001393,0.001389,0.004226,0.517586
scaffold_3,5882679,5909406,5895792,25000,0.000592,0.000615,0.010334,0.894556
scaffold_3,5909407,5934447,5921924,25000,0.001028,0.000995,0.00091,-0.055812
scaffold_3,5934448,5959486,5946959,25000,0.000824,0.000989,0.000823,-0.050689
scaffold_3,5959487,5987723,5972945,25000,0.001014,0.001103,0.008445,0.785963
scaffold_3,5987724,6019325,6003809,25000,0.001028,0.001157,0.010311,0.816209
scaffold_3,6019326,6046359,6032570,25000,0.001371,0.001503,0.022005,0.882823
scaffold_3,6046360,6079847,6062554,25000,0.000745,0.000784,0.014698,0.905564
scaffold_3,6079848,6129377,6106816,25000,0.00092,0.001033,0.011971,0.855642
scaffold_3,6129378,6155427,6142347,25000,0.000948,0.000963,0.016544,0.895708
scaffold_3,6155428,6189690,6174805,25000,0.000663,0.000688,0.000618,-0.047263
scaffold_3,6189691,6217728,6202863,25000,0.000763,0.000707,0.005937,0.788407
scaffold_3,6217729,6243392,6230513,25000,0.001182,0.001213,0.007456,0.733305
scaffold_3,6243393,6272057,6257346,25000,0.00135,0.001098,0.017757,0.876696
scaffold_3,6272058,6300710,6286498,25000,0.000748,0.000717,0.018112,0.925385
scaffold_3,6300711,6329875,6315664,25000,0.000971,0.000958,0.010425,0.836908
scaffold_3,6329876,6373026,6357334,25000,0.001014,0.001299,0.013251,0.846234
scaffold_3,6373028,6401419,6387451,25000,0.000973,0.000946,0.021374,0.918047
scaffold_3,6401420,6430245,6415276,25000,0.000775,0.000809,0.014072,0.897623
scaffold_3,6430246,6457134,6443778,25000,0.000643,0.000581,0.0114,0.90267
scaffold_3,6457135,6495356,6478512,25000,0.000894,0.000936,0.019431,0.914193
scaffold_3,6495358,6522599,6509079,25000,0.00134,0.001159,0.022711,0.900397
scaffold_3,6522600,6551163,6536564,25000,0.000706,0.000721,0.004779,0.749995
scaffold_3,6551164,6583082,6566969,25000,0.000822,0.000896,0.025532,0.937938
scaffold_3,6583083,6609568,6596369,25000,0.001246,0.001216,0.010577,0.799834
scaffold_3,6609569,6637220,6622875,25000,0.002282,0.002278,0.026703,0.849353
scaffold_3,6637221,6669256,6655410,25000,0.001182,0.001173,0.010313,0.803228
scaffold_3,6669257,6716792,6691114,25000,0.001064,0.001155,0.007686,0.757252
scaffold_3,6716793,6763456,6736316,25000,0.000747,0.000645,0.007308,0.833286
scaffold_3,6763457,6801527,6787915,25000,0.001365,0.001153,0.011392,0.805961
scaffold_3,6801528,6829400,6815593,25000,0.000795,0.000791,0.016353,0.911719
scaffold_3,6829401,6868821,6844511,25000,0.000845,0.000901,0.012843,0.878306
scaffold_3,6868822,6899355,6885008,25000,0.000877,0.00086,0.013263,0.881854
scaffold_3,6899356,6933249,6915595,25000,0.00116,0.001217,0.01368,0.846914
scaffold_3,6933250,6960815,6946846,25000,0.001263,0.001278,0.026308,0.912092
scaffold_3,6960816,6999456,6976253,25000,0.001552,0.001582,0.01169,0.772723
scaffold_3,6999457,7026911,7012543,25000,0.001326,0.001384,0.012842,0.81689
scaffold_3,7026912,7054556,7041259,25000,0.001234,0.001363,0.015846,0.854982
scaffold_3,7054557,7089778,7068743,25000,0.000596,0.000462,0.006294,0.846379
scaffold_3,7089779,7123168,7109048,25000,0.001692,0.001662,0.011232,0.749914
scaffold_3,7123169,7154550,7139457,25000,0.001714,0.001503,0.010205,0.737701
scaffold_3,7154551,7193452,7172705,25000,0.001297,0.001292,0.007442,0.714195
scaffold_3,7193453,7223055,7209022,25000,0.000907,0.000837,0.00806,0.812595
scaffold_3,7223056,7252038,7237722,25000,0.000611,0.000644,0.021592,0.946194
scaffold_3,7252039,7278336,7265313,25000,0.000974,0.000821,0.015948,0.898239
scaffold_3,7278337,7332139,7302245,25000,0.001654,0.001415,0.016855,0.834614
scaffold_3,7332140,7366142,7352220,25000,0.000847,0.000696,0.007475,0.817782
scaffold_3,7366143,7392369,7379417,25000,0.000912,0.000695,0.010282,0.861264
scaffold_3,7392370,7421636,7407665,25000,0.001273,0.001343,0.024378,0.902128
scaffold_3,7421637,7459182,7441528,25000,0.002249,0.002661,0.015525,0.737012
scaffold_3,7459183,7492609,7477339,25000,0.000802,0.000986,0.017043,0.904855
scaffold_3,7492610,7525995,7506412,25000,0.000904,0.000931,0.015103,0.890551
scaffold_3,7525996,7552682,7539209,25000,0.000629,0.000596,0.014624,0.923313
scaffold_3,7552683,7586053,7569450,25000,0.001223,0.001222,0.007606,0.73322
scaffold_3,7586054,7613172,7598790,25000,0.001314,0.001303,0.007213,0.703762
scaffold_3,7613173,7646940,7627513,25000,0.001386,0.001365,0.01516,0.840614
scaffold_3,7646941,7684606,7661724,25000,0.001261,0.001327,0.025554,0.907984
scaffold_3,7684607,7718316,7702789,25000,0.000821,0.000945,0.011293,0.861244
scaffold_3,7718317,7746468,7731979,25000,0.001484,0.001202,0.024352,0.900159
scaffold_3,7746469,7772674,7759349,25000,0.001808,0.0019,0.013685,0.770589
scaffold_3,7772675,7801165,7786135,25000,0.001891,0.001955,0.006496,0.555897
scaffold_3,7801166,7836759,7820582,25000,0.000838,0.000814,0.012618,0.882569
scaffold_3,7836760,7880552,7858794,25000,0.000824,0.000861,0.008729,0.831244
scaffold_3,7880553,7910752,7896877,25000,0.000536,0.000679,0.01353,0.917971
scaffold_3,7910753,7949929,7931335,25000,0.001636,0.001317,0.022183,0.880664
scaffold_3,7949930,7984167,7964272,25000,0.001648,0.001674,0.017699,0.835558
scaffold_3,7984168,8014960,7999454,25000,0.00078,0.000806,0.00288,0.580714
scaffold_3,8014961,8049671,8034982,25000,0.000923,0.00088,0.02012,0.918148
scaffold_3,8049672,8077152,8063369,25000,0.000882,0.000976,0.017793,0.90523
scaffold_3,8077153,8104637,8091455,25000,0.000496,0.000662,0.001168,0.348582
scaffold_3,8104638,8142265,8127183,25000,0.001173,0.001351,0.014614,0.845215
scaffold_3,8142266,8172224,8157180,25000,0.001303,0.00131,0.017996,0.868294
scaffold_3,8172225,8213158,8191228,25000,0.000773,0.000823,0.015354,0.905648
scaffold_3,8213159,8248522,8229756,25000,0.00072,0.00076,0.002658,0.568683
scaffold_3,8248523,8283574,8267184,25000,0.001161,0.001148,0.006391,0.703441
scaffold_3,8283575,8319589,8301095,25000,0.001108,0.001135,0.016662,0.879423
scaffold_3,8319590,8348555,8333945,25000,0.000894,0.000861,0.023585,0.931608
scaffold_3,8348556,8375578,8361965,25000,0.00154,0.00139,0.019424,0.865817
scaffold_3,8375579,8403543,8389657,25000,0.000758,0.00081,0.013028,0.891484
scaffold_3,8403544,8434401,8418649,25000,0.000851,0.000781,0.015644,0.905356
scaffold_3,8434402,8467282,8452154,25000,0.000773,0.000703,0.009392,0.860557
scaffold_3,8467283,8492345,8479823,25000,0.000492,0.00051,0.000461,-0.044255
scaffold_3,8492346,8540471,8523450,25000,0.000445,0.000469,0.003375,0.77081
scaffold_3,8540472,8565496,8552982,25000,0.000765,0.000752,0.000683,-0.055556
scaffold_3,8565497,8590529,8578014,25000,0.000707,0.000667,0.000625,-0.050119
scaffold_3,8590530,8619536,8604031,25000,0.001477,0.001397,0.010441,0.767326
scaffold_3,8619537,8654534,8635142,25000,0.001108,0.000969,0.002669,0.447599
scaffold_3,8654535,8690686,8670597,25000,0.001034,0.001051,0.013931,0.8668
scaffold_3,8690687,8722184,8708614,25000,0.001217,0.001282,0.013079,0.831878
scaffold_3,8722185,8751253,8737528,25000,0.001412,0.001413,0.013075,0.811935
scaffold_3,8751254,8785961,8765261,25000,0.001061,0.000996,0.008212,0.786087
scaffold_3,8785962,8811438,8798625,25000,0.000949,0.000922,0.007665,0.791036
scaffold_3,8811439,8863134,8831126,25000,0.001242,0.001229,0.011576,0.815002
scaffold_3,8863135,8893409,8878304,25000,0.001317,0.001254,0.012821,0.82554
scaffold_3,8893410,8922654,8907597,25000,0.001415,0.001674,0.010246,0.747831
scaffold_3,8922655,8956690,8937294,25000,0.001726,0.001912,0.022088,0.854352
scaffold_3,8956691,8989340,8970206,25000,0.00084,0.000741,0.017371,0.916935
scaffold_3,8989341,9017542,9002778,25000,0.000765,0.000802,0.015496,0.906423
scaffold_3,9017543,9040629,9028931,21731,0.001006,0.001017,0.016038,0.885929
scaffold_4,5296,37738,22953,25000,0.000569,0.000527,0.013695,0.926579
scaffold_4,37739,81214,63237,25000,0.000822,0.000861,0.008544,0.827219
scaffold_4,81215,111026,95666,25000,0.001067,0.001098,0.006766,0.733124
scaffold_4,111027,136408,123687,25000,0.001253,0.001394,0.007451,0.709065
scaffold_4,136409,161817,149103,25000,0.00088,0.000982,0.007562,0.789478
scaffold_4,161818,189829,174790,25000,0.001132,0.000821,0.010285,0.832423
scaffold_4,189830,236414,206974,25000,0.000785,0.00074,0.010998,0.876049
scaffold_4,236415,263268,250093,25000,0.001127,0.001166,0.014372,0.858578
scaffold_4,263269,288874,276036,25000,0.00113,0.001166,0.007556,0.746081
scaffold_4,288875,323870,306539,25000,0.000814,0.000804,0.005493,0.755424
scaffold_4,323871,354615,337941,25000,0.000486,0.000507,0.005921,0.851073
scaffold_4,354616,381291,367743,25000,0.001034,0.001084,0.008396,0.783801
scaffold_4,381292,425098,403190,25000,0.000851,0.000999,0.006193,0.74991
scaffold_4,425099,464456,443126,25000,0.000804,0.000674,0.008325,0.839367
scaffold_4,464457,493278,480104,25000,0.001926,0.001793,0.003949,0.371627
scaffold_4,493279,527723,511599,25000,0.001114,0.001335,0.008046,0.745766
scaffold_4,527724,553443,540682,25000,0.002176,0.002045,0.013134,0.733314
scaffold_4,553444,602876,567617,25000,0.000765,0.00113,0.013561,0.875069
scaffold_4,602877,641461,619238,25000,0.000355,0.000454,0.006713,0.885166
scaffold_4,641462,670364,655348,25000,0.000955,0.000914,0.01186,0.860238
scaffold_4,670365,700306,686892,25000,0.000757,0.00096,0.011927,0.871554
scaffold_4,700307,726576,713433,25000,0.002119,0.001962,0.018736,0.811579
scaffold_4,726577,753986,740073,25000,0.001266,0.001476,0.012063,0.804144
scaffold_4,753987,788382,770587,25000,0.000942,0.000877,0.01343,0.877921
scaffold_4,788383,815051,801700,25000,0.001296,0.001224,0.016163,0.861619
scaffold_4,815052,842237,828771,25000,0.001208,0.001217,0.01548,0.860988
scaffold_4,842238,873322,857362,25000,0.001889,0.001991,0.013175,0.752975
scaffold_4,873323,898626,886017,25000,0.001101,0.001063,0.003954,0.58278
scaffold_4,898627,924066,911245,25000,0.000465,0.000463,0.010404,0.918549
scaffold_4,924067,951380,937372,25000,0.000704,0.000704,0.0115,0.889784
scaffold_4,951381,988777,965869,25000,0.000863,0.00073,0.009711,0.85491
scaffold_4,988778,1015328,1002014,25000,0.000992,0.001023,0.015113,0.879854
scaffold_4,1015329,1062398,1038451,25000,0.000605,0.000597,0.010191,0.893008
scaffold_4,1062399,1096761,1077082,25000,0.000463,0.00052,0.009348,0.901041
scaffold_4,1096762,1122125,1109393,25000,0.001602,0.00166,0.009521,0.718019
scaffold_4,1122126,1147747,1134925,25000,0.00128,0.001282,0.00425,0.54953
scaffold_4,1147748,1180541,1163376,25000,0.00193,0.001754,0.005421,0.505575
scaffold_4,1180542,1206393,1193382,25000,0.001165,0.001223,0.011776,0.823484
scaffold_4,1206394,1232794,1219588,25000,0.001271,0.001242,0.017811,0.87395
scaffold_4,1232795,1262209,1247408,25000,0.001204,0.001567,0.010389,0.770318
scaffold_4,1262210,1293147,1277644,25000,0.000681,0.000825,0.010859,0.875424
scaffold_4,1293148,1318885,1305900,25000,0.00047,0.000561,0.004944,0.818869
scaffold_4,1318886,1352927,1333147,25000,0.00063,0.000707,0.010322,0.882974
scaffold_4,1352929,1378682,1365983,25000,0.000514,0.000487,0.012001,0.923665
scaffold_4,1378683,1418790,1399036,25000,0.000675,0.000683,0.016637,0.925174
scaffold_4,1418791,1444460,1431571,25000,0.00066,0.000698,0.008639,0.859822
scaffold_4,1444461,1477062,1457528,25000,0.001346,0.001332,0.006903,0.684727
scaffold_4,1477063,1512445,1496269,25000,0.001067,0.001014,0.008589,0.7913
scaffold_4,1512446,1538109,1525226,25000,0.001212,0.001203,0.014457,0.852417
scaffold_4,1538110,1565048,1551170,25000,0.00153,0.001486,0.004211,0.480549
scaffold_4,1565049,1599247,1586005,25000,0.000757,0.000823,0.012813,0.887093
scaffold_4,1599248,1629819,1615115,25000,0.000736,0.00072,0.012622,0.895781
scaffold_4,1629820,1657196,1643926,25000,0.000983,0.000757,0.009234,0.834916
scaffold_4,1657197,1683063,1670233,25000,0.001576,0.001505,0.006091,0.608562
scaffold_4,1683064,1720845,1701437,25000,0.000988,0.000963,0.017509,0.899234
scaffold_4,1720846,1750625,1735089,25000,0.001407,0.001325,0.014879,0.838867
scaffold_4,1750626,1780593,1766577,25000,0.001747,0.001808,0.01015,0.708546
scaffold_4,1780594,1808394,1795483,25000,0.000654,0.000725,0.008726,0.859774
scaffold_4,1808395,1846106,1821537,25000,0.00122,0.001218,0.013418,0.840448
scaffold_4,1846107,1880476,1865149,25000,0.000777,0.000917,0.001794,0.370581
scaffold_4,1880477,1906745,1893631,25000,0.000773,0.000896,0.011847,0.874088
scaffold_4,1906746,1932378,1919591,25000,0.001062,0.00103,0.01363,0.863612
scaffold_4,1932379,1958240,1945215,25000,0.000925,0.000958,0.008195,0.799073
scaffold_4,1958241,1984904,1971277,25000,0.000803,0.000869,0.011516,0.870542
scaffold_4,1984905,2013361,1999568,25000,0.001473,0.001579,0.015452,0.82188
scaffold_4,2013362,2039991,2026531,25000,0.000691,0.00053,0.012883,0.913628
scaffold_4,2039992,2081784,2062675,25000,0.000903,0.000887,0.004585,0.684641
scaffold_4,2081785,2123866,2095073,25000,0.000653,0.000633,0.000571,-0.062394
scaffold_4,2123867,2151526,2138080,25000,0.001031,0.001232,0.003797,0.55362
scaffold_4,2151527,2178694,2164501,25000,0.001277,0.001471,0.001242,-0.052961
scaffold_4,2178695,2205014,2192499,25000,0.000846,0.000841,0.000752,-0.060342
scaffold_4,2205015,2231639,2218426,25000,0.000465,0.000476,0.008842,0.903507
scaffold_4,2231640,2257309,2244464,25000,0.000628,0.000694,0.006879,0.830876
scaffold_4,2257310,2283840,2270532,25000,0.001441,0.00132,0.008023,0.716928
scaffold_4,2283841,2347178,2326309,25000,0.000926,0.000835,0.009313,0.834424
scaffold_4,2347179,2379696,2363206,25000,0.000866,0.000897,0.005573,0.736837
scaffold_4,2379697,2406827,2393193,25000,0.001637,0.001632,0.006611,0.615709
scaffold_4,2406828,2433711,2420418,25000,0.000354,0.000373,0.010673,0.937181
scaffold_4,2433712,2464740,2450226,25000,0.001186,0.001049,0.004217,0.589258
scaffold_4,2464741,2522821,2488274,25000,0.000714,0.000926,0.009963,0.849257
scaffold_4,2522822,2550744,2537316,25000,0.001162,0.001432,0.011102,0.799162
scaffold_4,2550745,2584794,2568509,25000,0.001277,0.001114,0.00576,0.672299
scaffold_4,2584795,2613646,2599351,25000,0.001199,0.001115,0.013058,0.844073
scaffold_4,2613647,2642560,2628696,25000,0.001116,0.001139,0.010026,0.805968
scaffold_4,2642561,2675970,2659964,25000,0.000725,0.000616,0.011457,0.894355
scaffold_4,2675971,2703913,2689714,25000,0.001258,0.001281,0.011833,0.814092
scaffold_4,2703914,2750502,2736096,25000,0.001192,0.001299,0.001463,0.084297
scaffold_4,2750503,2779759,2764116,25000,0.000893,0.000882,0.002742,0.523841
scaffold_4,2779760,2805872,2792722,25000,0.000929,0.000769,0.009922,0.849
scaffold_4,2805873,2833180,2819998,25000,0.000639,0.000655,0.013582,0.913211
scaffold_4,2833181,2860711,2847249,25000,0.000878,0.00083,0.012996,0.882167
scaffold_4,2860712,2889590,2876197,25000,0.000791,0.000798,0.011407,0.875434
scaffold_4,2889591,2916327,2902851,25000,0.001177,0.001099,0.006568,0.713541
scaffold_4,2916328,2942191,2929216,25000,0.001143,0.0011,0.010796,0.819492
scaffold_4,2942192,2974154,2957533,25000,0.001241,0.00133,0.012421,0.820123
scaffold_4,2974155,3001931,2987890,25000,0.000623,0.000539,0.010238,0.897405
scaffold_4,3001932,3033880,3016961,25000,0.001366,0.001355,0.009625,0.761699
scaffold_4,3033882,3075383,3056099,25000,0.001006,0.00085,0.013696,0.878702
scaffold_4,3075384,3101019,3088234,25000,0.000857,0.000908,0.015039,0.894074
scaffold_4,3101020,3140462,3127118,25000,0.000775,0.000559,0.014315,0.91349
scaffold_4,3140463,3175970,3160433,25000,0.000712,0.000791,0.006866,0.809917
scaffold_4,3175971,3224317,3208894,25000,0.001965,0.001734,0.013994,0.775571
scaffold_4,3224318,3250199,3237320,25000,0.001143,0.001177,0.011585,0.825464
scaffold_4,3250200,3275953,3262916,25000,0.000865,0.00089,0.010507,0.852433
scaffold_4,3275954,3307741,3294312,25000,0.001233,0.001165,0.014887,0.85727
scaffold_4,3307742,3334104,3321057,25000,0.000938,0.000904,0.017649,0.905286
scaffold_4,3334105,3361509,3347412,25000,0.00093,0.000881,0.015291,0.893198
scaffold_4,3361510,3387160,3374380,25000,0.001063,0.001084,0.015314,0.874728
scaffold_4,3387161,3415257,3401815,25000,0.000546,0.000525,0.010145,0.902673
scaffold_4,3415258,3441047,3428173,25000,0.000908,0.000951,0.020848,0.918547
scaffold_4,3441048,3466884,3453977,25000,0.001238,0.001294,0.008481,0.749979
scaffold_4,3466885,3495810,3480245,25000,0.001889,0.001542,0.008128,0.662964
scaffold_4,3495811,3532136,3513995,25000,0.000835,0.000689,0.013118,0.893293
scaffold_4,3532137,3558619,3545606,25000,0.000821,0.000734,0.00995,0.860636
scaffold_4,3558620,3584714,3571922,25000,0.000857,0.000674,0.010269,0.867263
scaffold_4,3584715,3627454,3611867,25000,0.000542,0.000383,0.008141,0.896522
scaffold_4,3627455,3654508,3641141,25000,0.001173,0.001192,0.017376,0.877433
scaffold_4,3654509,3681963,3668014,25000,0.000567,0.000625,0.006354,0.835669
scaffold_4,3681964,3708109,3694765,25000,0.000638,0.000773,0.012299,0.896368
scaffold_4,3708110,3734291,3721326,25000,0.001095,0.00109,0.012817,0.848364
scaffold_4,3734292,3771454,3754730,25000,0.001289,0.00113,0.006246,0.686689
scaffold_4,3771455,3797023,3784227,25000,0.000821,0.000836,0.010278,0.857217
scaffold_4,3797024,3822939,3809984,25000,0.000836,0.000893,0.008549,0.821035
scaffold_4,3822940,3858760,3837358,25000,0.000976,0.000813,0.010533,0.850104
scaffold_4,3858761,3892702,3873283,25000,0.000712,0.000731,0.012133,0.892785
scaffold_4,3892703,3918224,3905429,25000,0.0007,0.000857,0.014435,0.902264
scaffold_4,3918225,3945727,3931665,25000,0.00086,0.000793,0.015842,0.905338
scaffold_4,3945728,3973527,3959453,25000,0.001189,0.001204,0.005988,0.678318
scaffold_4,3973528,4004038,3987964,25000,0.000853,0.000797,0.017841,0.915642
scaffold_4,4004039,4029451,4016759,25000,0.001423,0.001402,0.004741,0.553587
scaffold_4,4029452,4065172,4042407,25000,0.000987,0.000986,0.011647,0.850421
scaffold_4,4065173,4094113,4080483,25000,0.000631,0.000578,0.014591,0.924164
scaffold_4,4094114,4119694,4106835,25000,0.000612,0.00055,0.013933,0.923685
scaffold_4,4119695,4147668,4133401,25000,0.000861,0.000895,0.015108,0.894391
scaffold_4,4147669,4185650,4164221,25000,0.000783,0.000918,0.007663,0.806956
scaffold_4,4185651,4212224,4199434,25000,0.001122,0.001281,0.012636,0.833568
scaffold_4,4212225,4247616,4227638,25000,0.000741,0.00075,0.01289,0.894898
scaffold_4,4247617,4278470,4261699,25000,0.00102,0.001024,0.011876,0.849936
scaffold_4,4278471,4306565,4292870,25000,0.000876,0.000878,0.011841,0.868072
scaffold_4,4306566,4332597,4319651,25000,0.000899,0.000917,0.016557,0.900729
