scaffold,start,end,mid,sites,pi1,pi2,dxy,fst,window_size,window_name
scaffold_205,4917,50220,29186,25000,0.001523,0.001431,0.001283,-0.075194,293164,scaffold_205_1
scaffold_205,50221,153771,64562,25000,0.002057,0.001292,0.001537,-0.066694,293164,scaffold_205_1
scaffold_205,153772,196775,171942,25000,0.001632,0.000998,0.001258,-0.023849,293164,scaffold_205_1
scaffold_205,196776,284485,226906,25000,0.003044,0.002784,0.002867,-0.010564,293164,scaffold_205_1
scaffold_207,145979,222232,189936,25000,0.001107,0.001033,0.00133,0.114766,165534,scaffold_207_1
scaffold_207,222233,262429,245859,25000,0.001728,0.001808,0.001591,-0.056351,165534,scaffold_207_1
scaffold_21,1215954,1293746,1266429,25000,0.001314,0.001383,0.001216,-0.055268,112533,scaffold_21_1
scaffold_21,1293748,1343636,1315177,25000,0.001685,0.00191,0.001648,-0.046528,112533,scaffold_21_1
scaffold_21,1651529,1741105,1698957,25000,0.005138,0.005393,0.005427,0.015662,160437,scaffold_21_2
scaffold_21,1741106,1796188,1769874,25000,0.005034,0.003852,0.005694,0.130567,160437,scaffold_21_2
scaffold_21,2261959,2492290,2375783,25000,0.006701,0.006296,0.006191,-0.025838,119317,scaffold_21_3
scaffold_211,13041,61286,44343,25000,0.00185,0.00182,0.001675,-0.048578,142132,scaffold_211_1
scaffold_211,61287,100801,83377,25000,0.002148,0.001475,0.001581,-0.07291,142132,scaffold_211_1
scaffold_211,100802,161799,135772,25000,0.002344,0.00278,0.002473,-0.016476,142132,scaffold_211_1
scaffold_215,9813,77030,31793,25000,0.002016,0.002472,0.002069,-0.041989,126169,scaffold_215_1
scaffold_215,77031,144584,112090,25000,0.001152,0.001013,0.000956,-0.066254,126169,scaffold_215_1
scaffold_215,144585,203575,168903,25000,0.002288,0.002008,0.002208,0.017358,111759,scaffold_215_2
scaffold_215,203576,245988,231748,25000,0.002075,0.002328,0.00264,0.097452,111759,scaffold_215_2
scaffold_215,245989,260502,253074,13755,0.001574,0.001639,0.001544,-0.021099,111759,scaffold_215_2
scaffold_219,10713,192722,50258,25000,0.000847,0.000876,0.000786,-0.045697,104154,scaffold_219_1
scaffold_22,923518,1055777,1017952,25000,0.003919,0.003595,0.004135,0.05096,102583,scaffold_22_1
scaffold_22,1423280,1502804,1465169,25000,0.002284,0.002435,0.002521,0.035196,168688,scaffold_22_2
scaffold_22,1502805,1561954,1525016,25000,0.003592,0.004713,0.004091,-0.007918,168688,scaffold_22_2
scaffold_22,2448173,2510722,2483226,25000,0.003988,0.003904,0.003963,0.002224,140401,scaffold_22_3
scaffold_224,64069,155791,121178,25000,0.002275,0.002643,0.004507,0.294045,105372,scaffold_224_1
scaffold_224,155792,243921,207371,22411,0.002614,0.003528,0.005436,0.277952,105372,scaffold_224_1
scaffold_225,29,41380,21569,25000,0.001948,0.004193,0.003386,0.051907,131539,scaffold_225_1
scaffold_225,41381,124358,62160,25000,0.002933,0.003466,0.003141,-0.009812,131539,scaffold_225_1
scaffold_226,10652,100080,52519,25000,0.001321,0.00086,0.000947,-0.099534,227236,scaffold_226_1
scaffold_226,100081,206479,140760,25000,0.000928,0.000973,0.000931,-0.007557,227236,scaffold_226_1
scaffold_23,1047442,1398318,1127384,25000,0.005648,0.00576,0.005631,-0.006794,115180,scaffold_23_1
scaffold_23,1521660,1762614,1671008,25000,0.005114,0.005774,0.00541,-0.003322,654263,scaffold_23_2
scaffold_23,1762615,1855896,1807078,25000,0.006376,0.009617,0.008234,0.015599,654263,scaffold_23_2
scaffold_23,1855897,1915755,1891110,25000,0.004436,0.006339,0.005288,-0.009907,654263,scaffold_23_2
scaffold_23,1915756,1975925,1948180,25000,0.002254,0.001951,0.001908,-0.051897,654263,scaffold_23_2
scaffold_23,1975926,2060688,2015172,25000,0.003756,0.005029,0.004775,0.043096,654263,scaffold_23_2
scaffold_23,2060689,2102429,2078055,25000,0.00591,0.00634,0.006663,0.044735,654263,scaffold_23_2
scaffold_23,2102430,2166530,2131689,25000,0.003286,0.002955,0.003074,-0.008065,654263,scaffold_23_2
scaffold_23,2166531,2316203,2200537,25000,0.003186,0.002096,0.002715,0.014548,654263,scaffold_23_2
scaffold_231,7373,58512,22953,25000,0.003223,0.002564,0.002797,-0.018195,153907,scaffold_231_1
scaffold_231,58513,88594,73416,25000,0.002238,0.001902,0.002369,0.071478,153907,scaffold_231_1
scaffold_231,88595,144943,119073,25000,0.002199,0.00334,0.003933,0.183142,153907,scaffold_231_1
scaffold_233,19140,83032,54998,25000,0.001676,0.00156,0.00138,-0.090055,198889,scaffold_233_1
scaffold_233,83033,115198,98515,25000,0.001503,0.001275,0.001587,0.070901,198889,scaffold_233_1
scaffold_233,115199,174042,138395,20824,0.002056,0.002015,0.002258,0.055112,198889,scaffold_233_1
scaffold_24,572894,654732,599539,25000,0.00147,0.001821,0.001477,-0.058021,212401,scaffold_24_1
scaffold_24,654733,692313,671104,25000,0.002961,0.00307,0.003255,0.040747,212401,scaffold_24_1
scaffold_24,692314,733949,710579,25000,0.002654,0.003893,0.003118,-0.025942,212401,scaffold_24_1
scaffold_24,733950,784636,760571,25000,0.002193,0.002374,0.002214,-0.016511,212401,scaffold_24_1
scaffold_24,1138975,1197853,1164722,25000,0.005482,0.005633,0.006259,0.063064,210788,scaffold_24_2
scaffold_24,1417029,1536126,1463158,25000,0.006049,0.00638,0.005764,-0.040214,110557,scaffold_24_3
scaffold_24,2232526,2378797,2317277,25000,0.005489,0.007164,0.005681,-0.057584,161005,scaffold_24_4
scaffold_24,2378798,2447084,2409023,25000,0.003348,0.004317,0.003833,0.000116,161005,scaffold_24_4
scaffold_245,4203,96470,40969,25000,0.00517,0.007309,0.00606,-0.015623,146925,scaffold_245_1
scaffold_245,96471,158704,123314,11275,0.003578,0.004509,0.003603,-0.063182,146925,scaffold_245_1
scaffold_25,761251,871272,829291,25000,0.005229,0.004779,0.007321,0.198093,263260,scaffold_25_1
scaffold_25,1125764,1247173,1187311,25000,0.005589,0.007195,0.005626,-0.068252,212499,scaffold_25_2
scaffold_25,1247174,1415412,1339442,25000,0.004418,0.006596,0.005519,0.001158,212499,scaffold_25_2
scaffold_250,633,44434,22069,25000,0.001085,0.001536,0.001222,-0.036146,129288,scaffold_250_1
scaffold_250,44435,104273,81699,25000,0.001216,0.001218,0.00147,0.097267,129288,scaffold_250_1
scaffold_250,104274,125168,114620,15048,0.00159,0.001803,0.001642,-0.026653,129288,scaffold_250_1
scaffold_256,11319,103620,54019,25000,0.004062,0.003555,0.004182,0.049649,136095,scaffold_256_1
scaffold_26,197303,296304,265027,25000,0.002242,0.002573,0.002412,0.000894,296436,scaffold_26_1
scaffold_26,296305,351573,315415,25000,0.002382,0.0017,0.002074,0.008588,296436,scaffold_26_1
scaffold_26,351574,439080,390183,25000,0.003644,0.00433,0.003851,-0.018491,296436,scaffold_26_1
scaffold_26,439081,563774,514183,25000,0.002837,0.005497,0.003994,-0.022611,136076,scaffold_26_2
scaffold_26,563775,659923,625508,25000,0.002793,0.002803,0.002784,-0.002742,136076,scaffold_26_2
scaffold_26,659924,758366,713667,25000,0.003084,0.003935,0.003422,-0.018213,112958,scaffold_26_3
scaffold_26,758367,813328,791391,25000,0.0038,0.003995,0.004073,0.023396,112958,scaffold_26_3
scaffold_26,1309816,1419926,1369295,25000,0.002734,0.002379,0.002354,-0.044098,138345,scaffold_26_4
scaffold_26,1419927,1546723,1480545,25000,0.003873,0.003607,0.003301,-0.066768,138345,scaffold_26_4
scaffold_26,1546724,1656435,1591090,25000,0.004753,0.004669,0.006133,0.138703,121530,scaffold_26_5
scaffold_267,3496,65834,27817,25000,0.002155,0.003418,0.003364,0.099543,107357,scaffold_267_1
scaffold_27,109240,140885,123703,25000,0.001854,0.001108,0.001407,-0.025646,203620,scaffold_27_1
scaffold_27,140886,180332,161585,25000,0.001054,0.000951,0.000873,-0.064679,203620,scaffold_27_1
scaffold_27,180333,215814,198820,25000,0.000954,0.00104,0.000892,-0.059325,203620,scaffold_27_1
scaffold_27,215815,254001,234398,25000,0.000745,0.000742,0.000668,-0.057538,203620,scaffold_27_1
scaffold_27,321321,369668,345239,25000,0.001188,0.001405,0.00125,-0.019687,184924,scaffold_27_2
scaffold_27,369669,443402,419392,25000,0.001558,0.00117,0.001296,-0.027277,184924,scaffold_27_2
scaffold_27,443403,506816,475232,25000,0.001375,0.001321,0.001266,-0.033372,184924,scaffold_27_2
scaffold_27,765731,884626,825767,25000,0.000774,0.000881,0.000729,-0.067729,124180,scaffold_27_3
scaffold_27,884627,943713,916646,25000,0.00174,0.001149,0.001473,0.010233,452134,scaffold_27_4
scaffold_27,943714,1007415,981114,25000,0.001892,0.00216,0.002719,0.145953,452134,scaffold_27_4
scaffold_27,1007416,1138815,1068713,25000,0.002351,0.001948,0.002703,0.117547,452134,scaffold_27_4
scaffold_27,1138816,1181138,1164969,25000,0.001533,0.00201,0.002643,0.202813,452134,scaffold_27_4
scaffold_27,1181139,1254642,1216831,25000,0.002034,0.001935,0.001887,-0.026907,452134,scaffold_27_4
scaffold_27,1254643,1293971,1273461,25000,0.001366,0.001741,0.001377,-0.083806,452134,scaffold_27_4
scaffold_27,1293972,1340645,1314588,25000,0.001942,0.002459,0.00192,-0.07285,452134,scaffold_27_4
scaffold_27,1647288,1741288,1694374,25000,0.006727,0.007156,0.007322,0.028428,333911,scaffold_27_5
scaffold_27,1741289,1824211,1775809,25000,0.006659,0.006061,0.005979,-0.03298,333911,scaffold_27_5
scaffold_27,1824212,1982853,1903445,25000,0.007887,0.004985,0.006046,-0.031255,333911,scaffold_27_5
scaffold_27,1982854,2048207,2021253,25000,0.002322,0.001995,0.001919,-0.062717,149083,scaffold_27_6
scaffold_27,2048208,2083046,2064655,25000,0.005478,0.004138,0.005792,0.098369,149083,scaffold_27_6
scaffold_27,2083047,2121985,2099000,25000,0.004281,0.004322,0.006001,0.178863,149083,scaffold_27_6
scaffold_27,2121986,2182068,2143868,25000,0.002726,0.005098,0.003678,-0.032953,149083,scaffold_27_6
scaffold_27,2182069,2272935,2225060,25000,0.003897,0.003296,0.003504,-0.013851,222537,scaffold_27_7
scaffold_27,2272936,2368100,2334886,25000,0.00196,0.002109,0.001873,-0.044168,222537,scaffold_27_7
scaffold_28,69546,234848,152280,25000,0.00068,0.000795,0.00066,-0.059019,368662,scaffold_28_1
scaffold_28,234849,276663,256375,25000,0.0011,0.001211,0.001029,-0.061866,368662,scaffold_28_1
scaffold_28,276664,377954,344586,25000,0.000753,0.000833,0.000694,-0.071297,368662,scaffold_28_1
scaffold_28,377955,440775,405970,25000,0.001054,0.001076,0.000937,-0.068473,368662,scaffold_28_1
scaffold_28,529265,648056,580991,25000,0.002216,0.001931,0.001827,-0.067594,199911,scaffold_28_2
scaffold_28,648057,689221,671670,25000,0.000891,0.00068,0.000679,-0.075714,199911,scaffold_28_2
scaffold_28,689222,735300,709587,25000,0.000859,0.000764,0.000745,-0.045372,199911,scaffold_28_2
scaffold_28,940049,1022232,985546,25000,0.002163,0.001631,0.00169,-0.062001,648844,scaffold_28_3
scaffold_28,1022233,1120856,1081558,25000,0.000821,0.000558,0.000742,0.063073,648844,scaffold_28_3
scaffold_28,1120857,1203938,1169909,25000,0.001151,0.001748,0.001532,0.029621,648844,scaffold_28_3
scaffold_28,1203939,1247299,1217957,25000,0.000889,0.000884,0.000786,-0.06333,648844,scaffold_28_3
scaffold_28,1247300,1283223,1267571,25000,0.001779,0.001614,0.001572,-0.039303,648844,scaffold_28_3
scaffold_28,1283224,1320377,1300849,25000,0.002077,0.000857,0.002116,0.201147,648844,scaffold_28_3
scaffold_28,1320378,1399645,1374167,25000,0.001486,0.00092,0.001118,-0.03918,648844,scaffold_28_3
scaffold_28,1399646,1498069,1444389,25000,0.001961,0.001048,0.001571,0.02225,648844,scaffold_28_3
scaffold_28,1498070,1570997,1532113,25000,0.002371,0.001403,0.002116,0.060822,648844,scaffold_28_3
scaffold_28,1570998,1728951,1683127,25000,0.00131,0.000915,0.001117,0.001979,147115,scaffold_28_4
scaffold_28,1728952,1876556,1832835,25000,0.001185,0.001007,0.001053,-0.021075,240676,scaffold_28_5
scaffold_28,1876557,2007658,1937143,25000,0.001634,0.001748,0.002374,0.172713,240676,scaffold_28_5
scaffold_28,2007660,2155420,2119377,25000,0.001246,0.001122,0.001266,0.035521,347715,scaffold_28_6
scaffold_28,2155421,2202678,2183744,25000,0.001384,0.000892,0.001034,-0.051346,347715,scaffold_28_6
scaffold_28,2202679,2297891,2262409,25000,0.000957,0.001177,0.001288,0.096901,347715,scaffold_28_6
scaffold_28,2297892,2326074,2312601,25000,0.001577,0.001402,0.00205,0.162923,347715,scaffold_28_6
scaffold_28,2326075,2396039,2364385,25000,0.000713,0.000861,7e-04,-0.061306,347715,scaffold_28_6
scaffold_29,339419,460514,406787,25000,0.006179,0.007469,0.00607,-0.062632,107237,scaffold_29_1
scaffold_29,702473,865327,774142,25000,0.00733,0.005696,0.006973,0.035209,237958,scaffold_29_2
scaffold_29,1557512,1637172,1590011,25000,0.002679,0.002603,0.002825,0.035772,174856,scaffold_29_3
scaffold_29,1637173,1730334,1675232,25000,0.005033,0.006232,0.005427,-0.019888,174856,scaffold_29_3
scaffold_29,1730335,1912728,1871114,25000,0.006185,0.006075,0.006399,0.022875,352228,scaffold_29_4
scaffold_29,1912729,2020306,1964928,25000,0.003151,0.001819,0.003181,0.12994,352228,scaffold_29_4
scaffold_29,2020307,2053092,2036511,25000,0.001617,0.002382,0.002029,0.007816,352228,scaffold_29_4
scaffold_29,2053093,2094192,2073814,25000,0.002928,0.005561,0.005917,0.173689,352228,scaffold_29_4
scaffold_29,2094193,2180027,2144798,25000,0.002928,0.003019,0.002721,-0.047449,352228,scaffold_29_4
scaffold_3,1484649,1844030,1630905,25000,0.006029,0.006753,0.007062,0.052994,175894,scaffold_3_1
scaffold_3,2030817,2101008,2056358,25000,0.005052,0.004488,0.004604,-0.018947,101342,scaffold_3_2
scaffold_3,2405712,2453167,2432659,25000,0.002323,0.009682,0.007059,0.085796,112540,scaffold_3_3
scaffold_3,2453168,2491349,2470473,25000,0.00133,0.005295,0.004943,0.148361,112540,scaffold_3_3
scaffold_3,3713046,3783695,3738588,25000,0.003996,0.006444,0.004914,-0.03236,108028,scaffold_3_4
scaffold_3,4296660,4381838,4329875,25000,0.005994,0.004257,0.006039,0.086832,137808,scaffold_3_5
scaffold_3,4679027,4893975,4757186,25000,0.003112,0.004856,0.005029,0.122811,105961,scaffold_3_6
scaffold_31,703435,832826,797091,25000,0.002096,0.00253,0.00314,0.160178,795014,scaffold_31_1
scaffold_31,832827,960698,898374,25000,0.001572,0.002642,0.002976,0.180364,795014,scaffold_31_1
scaffold_31,960699,1038361,983317,25000,0.002715,0.00248,0.002588,-0.001944,795014,scaffold_31_1
scaffold_31,1038362,1120805,1081166,25000,0.002207,0.002452,0.002213,-0.027383,795014,scaffold_31_1
scaffold_31,1120806,1212079,1159720,25000,0.001601,0.001575,0.001451,-0.048079,795014,scaffold_31_1
scaffold_31,1212080,1243951,1227776,25000,0.002071,0.002113,0.002282,0.046102,795014,scaffold_31_1
scaffold_31,1243953,1307759,1271685,25000,0.004162,0.001817,0.003005,0.002832,795014,scaffold_31_1
scaffold_31,1307760,1402725,1362320,25000,0.003807,0.00426,0.004076,0.00559,795014,scaffold_31_1
scaffold_31,1521894,1775164,1622402,25000,0.001506,0.001716,0.001513,-0.033552,131666,scaffold_31_2
scaffold_32,6246,38210,23369,25000,0.001464,0.001715,0.001718,0.041372,350255,scaffold_32_1
scaffold_32,38211,131422,75796,25000,0.000459,0.000464,0.000507,0.051988,350255,scaffold_32_1
scaffold_32,131423,195206,166589,25000,0.001678,0.001563,0.001605,-0.005259,350255,scaffold_32_1
scaffold_32,195208,280079,233890,25000,0.001414,0.00088,0.001098,-0.059389,350255,scaffold_32_1
scaffold_32,280080,411568,312595,25000,0.001771,0.001973,0.001795,-0.022379,350255,scaffold_32_1
scaffold_32,411569,525671,496626,25000,0.001833,0.002574,0.002083,-0.055677,167223,scaffold_32_2
scaffold_32,525672,578520,544597,25000,0.00374,0.003921,0.003783,-0.006647,167223,scaffold_32_2
scaffold_32,578521,676028,622385,25000,0.002528,0.00239,0.0027,0.049592,167223,scaffold_32_2
scaffold_32,676030,785953,721451,25000,0.002365,0.001933,0.001952,-0.051289,132953,scaffold_32_3
scaffold_32,785954,884878,831481,25000,0.001887,0.001433,0.001573,-0.028875,132953,scaffold_32_3
scaffold_32,941437,1009792,977038,25000,0.001962,0.00155,0.001891,0.039614,345992,scaffold_32_4
scaffold_32,1009793,1049006,1032406,25000,0.003071,0.003114,0.003014,-0.013739,345992,scaffold_32_4
scaffold_32,1049007,1103808,1089238,25000,0.000924,0.001971,0.001535,0.03119,345992,scaffold_32_4
scaffold_32,1103809,1150373,1129091,25000,0.001561,0.001991,0.001672,-0.032422,345992,scaffold_32_4
scaffold_32,1150374,1209220,1175394,25000,0.001719,0.001373,0.001424,-0.043915,345992,scaffold_32_4
scaffold_32,1209221,1321440,1246532,25000,0.000901,0.001121,0.000981,-0.032382,345992,scaffold_32_4
scaffold_32,1321441,1413429,1379074,25000,0.001142,0.001763,0.001356,-0.036526,139731,scaffold_32_5
scaffold_32,1581220,1640129,1610297,25000,0.00146,0.001785,0.001703,0.025641,184354,scaffold_32_6
scaffold_32,1640130,1679707,1653994,25000,0.001805,0.003194,0.002813,0.062683,184354,scaffold_32_6
scaffold_32,1679708,1734981,1714438,25000,0.001342,0.001121,0.001241,-0.008736,184354,scaffold_32_6
